arm,store,sample_idx,chunk_key,wall_us
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,c4per/5.33.24,25448.87
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,secmb/5.34.24,26318.18
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,pastr/5.33.24,27158.68
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,secdf/5.34.24,39158.02
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,number_of_people/5.33.24,18973.84
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,number_of_people/5.34.24,23488.77
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,kg_class/5.33.24,6977.41
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,kg_class/5.34.24,23449.94
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,c4ann/6.34.24,15055.70
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,secdn/6.34.24,13143.61
