pool_size,file_size,file_index,wall_us
1000000,10240,326720,318.77
1000000,10240,292701,15654.53
100000,10240,23580,16111.40
100000,10240,11818,13649.36
100000,10240,37364,17220.08
100000,10240,71820,12760.46
100000,10240,13336,16479.67
1000000,10240,564422,1236.98
100000,10240,11665,11649.11
1000000,10240,791634,478.65
100000,10240,37477,17912.35
100000,10240,90892,387.67
1000000,10240,106260,10903.37
100000,10240,91779,15956.69
1000000,10240,533618,14803.92
1000000,10240,858952,341.20
100000,10240,53562,335.97
1000000,10240,953030,111.00
1000000,10240,858045,303.34
1000000,10240,824508,14993.05
1000000,10240,382986,18330.39
1000000,10240,31127,16905.89
100000,10240,28039,11475.94
100000,10240,70208,26554.58
100000,10240,89073,20408.83
100000,10240,64054,427.35
1000000,10240,620529,323.16
100000,10240,69397,10547.99
1000000,10240,965313,107.96
1000000,10240,460333,24154.29
100000,10240,92324,16545.74
1000000,10240,934896,319.51
100000,10240,41053,12956.91
1000000,10240,681927,1049.25
1000000,10240,864098,500.51
100000,10240,68919,540.35
100000,10240,75090,440.73
1000000,10240,601755,400.39
100000,10240,74928,14420.92
1000000,10240,294394,614.93
100000,10240,4044,622.15
1000000,10240,774831,296.49
100000,10240,78618,13440.51
100000,10240,7944,644.65
1000000,10240,82256,17363.53
100000,10240,60142,643.83
100000,10240,84066,15657.52
100000,10240,21802,12553.98
100000,10240,39936,21757.53
100000,10240,42287,16510.86
1000000,10240,11510,1208.76
100000,10240,68566,733.10
1000000,10240,575564,505.50
1000000,10240,173681,15562.97
1000000,10240,397607,579.87
100000,10240,84540,17657.82
100000,10240,8675,775.75
1000000,10240,905979,218.39
100000,10240,87012,10688.26
1000000,10240,127630,8411.75
1000000,10240,54398,22302.61
100000,10240,64138,812.82
100000,10240,84972,381.70
100000,10240,97837,425.16
1000000,10240,425167,25507.26
1000000,10240,101424,465.59
100000,10240,82149,15779.29
100000,10240,99241,11533.24
1000000,10240,492684,564.05
1000000,10240,720756,400.78
100000,10240,84607,612.52
1000000,10240,783714,301.09
1000000,10240,287210,12376.32
1000000,10240,378387,503.82
1000000,10240,304928,25065.11
1000000,10240,970657,293.48
100000,10240,92708,17883.85
1000000,10240,639664,12614.49
1000000,10240,40140,10205.75
1000000,10240,221766,14791.33
1000000,10240,538512,777.50
1000000,10240,483124,17366.57
1000000,10240,632622,13924.33
1000000,10240,991592,366.18
1000000,10240,25225,20693.51
100000,10240,48689,836.81
1000000,10240,907193,305.59
100000,10240,94,19591.12
100000,10240,92109,1091.64
1000000,10240,43096,24081.37
1000000,10240,806824,644.47
1000000,10240,676456,1083.77
100000,10240,39498,16527.87
1000000,10240,800059,622.79
100000,10240,83021,1629.97
1000000,10240,768477,503.98
1000000,10240,706682,630.25
1000000,10240,271638,15254.18
1000000,10240,523694,1352.29
1000000,10240,892325,594.55
100000,10240,63576,689.19
100000,10240,73147,20457.58
100000,10240,20012,16251.46
1000000,10240,98406,21849.76
1000000,10240,340404,1322.99
1000000,10240,940583,234.16
1000000,10240,338199,16402.84
1000000,10240,147852,860.10
1000000,10240,597179,522.18
1000000,10240,578381,25131.00
100000,10240,88984,18525.78
1000000,10240,59399,16059.62
100000,10240,61086,18146.48
100000,10240,66244,1038.99
100000,10240,76056,13168.42
1000000,10240,147269,773.00
100000,10240,5811,23759.98
100000,10240,87946,10929.59
100000,10240,74905,1145.51
1000000,10240,367428,1464.53
1000000,10240,298239,15824.74
1000000,10240,292089,20208.96
100000,10240,82660,1451.44
100000,10240,50797,1781.31
1000000,10240,819405,415.22
100000,10240,66768,1073.10
1000000,10240,955237,117.81
100000,10240,54522,24478.81
100000,10240,79223,18765.94
100000,10240,64332,607.48
100000,10240,59770,16324.55
100000,10240,47453,547.65
1000000,10240,256842,1155.54
1000000,10240,10431,373.01
1000000,10240,90181,22243.68
1000000,10240,71253,17608.33
1000000,10240,550071,677.26
100000,10240,94547,19493.47
1000000,10240,525436,13591.33
1000000,10240,881529,123.16
100000,10240,44150,14512.05
1000000,10240,462063,18526.91
100000,10240,53773,21097.83
1000000,10240,538637,360.52
100000,10240,90406,16256.26
1000000,10240,459561,364.80
100000,10240,47086,467.80
100000,10240,81785,14529.59
100000,10240,19758,15291.10
1000000,10240,537549,654.63
1000000,10240,669658,297.31
100000,10240,90027,279.25
100000,10240,9830,16779.04
1000000,10240,666683,363.76
100000,10240,57619,409.75
100000,10240,2192,516.04
1000000,10240,149898,18293.74
1000000,10240,936683,119.55
100000,10240,34184,24542.68
1000000,10240,699984,299.25
100000,10240,22740,14473.96
100000,10240,54986,17665.41
1000000,10240,306616,16856.40
100000,10240,15129,22776.88
1000000,10240,804661,334.16
100000,10240,95802,20438.35
1000000,10240,846118,378.60
100000,10240,693,292.01
100000,10240,99179,695.59
1000000,10240,713999,399.84
1000000,10240,361456,325.45
100000,10240,37056,320.33
1000000,10240,154037,347.46
1000000,10240,918356,90.57
100000,10240,47338,13700.32
100000,10240,77421,17464.49
1000000,10240,175431,27126.50
100000,10240,49681,45234.59
1000000,10240,146668,758.11
1000000,10240,210083,568.12
100000,10240,11743,14117.93
1000000,10240,218950,32241.24
1000000,10240,253288,880.78
1000000,10240,894498,452.09
1000000,10240,881621,407.58
100000,10240,73566,14803.23
100000,10240,88759,606.70
1000000,10240,946351,335.85
1000000,10240,213340,6981.35
100000,10240,38427,15999.33
1000000,10240,761042,684.08
1000000,10240,132871,816.07
100000,10240,17950,19069.42
100000,10240,49183,13352.17
100000,10240,93000,455.67
100000,10240,92123,11467.16
100000,10240,18884,617.05
1000000,10240,501142,586.74
100000,10240,43540,415.05
1000000,10240,461664,367.34
1000000,10240,997652,97.21
100000,10240,84659,325.84
100000,10240,62373,386.12
100000,10240,44979,14971.93
100000,10240,15915,25748.19
1000000,10240,325896,17704.53
100000,10240,13224,724.77
1000000,10240,804686,24128.06
1000000,10240,116478,12566.86
100000,10240,3268,24157.73
100000,10240,48213,789.15
100000,10240,52640,12926.70
1000000,10240,483581,18360.76
1000000,10240,403519,526.01
100000,10240,41026,500.75
100000,10240,6019,539.60
100000,10240,30007,19482.59
100000,10240,46088,839.59
100000,10240,55545,19243.06
100000,10240,39526,576.44
100000,10240,62094,22012.65
1000000,10240,986033,328.80
1000000,10240,542824,454.70
1000000,10240,147031,594.03
100000,10240,55372,733.19
1000000,10240,132053,327.06
100000,10240,19358,15456.81
1000000,10240,951529,287.43
100000,10240,56441,470.86
100000,10240,70574,504.39
100000,10240,65621,23191.45
100000,10240,6047,559.19
100000,10240,86419,527.51
1000000,10240,513911,14403.78
100000,10240,51061,6854.03
100000,10240,21495,453.64
1000000,10240,35644,18852.13
100000,10240,45249,632.19
1000000,10240,720999,558.84
1000000,10240,912800,225.35
1000000,10240,351767,17990.33
100000,10240,16704,12927.36
1000000,10240,952977,146.60
100000,10240,10077,519.76
1000000,10240,153350,443.72
1000000,10240,994853,296.92
100000,10240,34737,16086.26
100000,10240,69393,11238.98
100000,10240,98652,13855.17
1000000,10240,879668,551.13
1000000,10240,235428,26087.90
100000,10240,76724,19694.85
100000,10240,4312,1082.57
1000000,10240,761830,381.06
100000,10240,77468,17355.48
1000000,10240,844750,511.41
100000,10240,67715,12195.47
100000,10240,89192,600.60
1000000,10240,619887,14185.29
100000,10240,97594,14771.53
1000000,10240,333046,2230.96
1000000,10240,365093,17679.63
1000000,10240,432352,14734.42
100000,10240,93280,12914.68
100000,10240,18758,18453.33
1000000,10240,966156,323.71
1000000,10240,988691,88.93
1000000,10240,499387,10551.96
100000,10240,46729,638.85
100000,10240,75010,16650.93
100000,10240,90107,542.27
100000,10240,8130,17265.84
100000,10240,38074,19455.45
100000,10240,43506,15600.09
1000000,10240,991671,350.82
1000000,10240,955295,235.51
100000,10240,56911,16069.91
1000000,10240,460952,618.62
100000,10240,90067,837.88
1000000,10240,949886,151.10
100000,10240,45082,11679.04
100000,10240,81034,560.14
1000000,10240,820854,555.78
1000000,10240,667527,311.98
100000,10240,42233,315.47
1000000,10240,448702,366.53
100000,10240,88760,19304.03
100000,10240,20837,16615.90
1000000,10240,683648,563.42
1000000,10240,161625,14638.96
1000000,10240,661770,525.05
100000,10240,94223,448.69
100000,10240,8239,10513.02
100000,10240,74323,1251.18
1000000,10240,304212,487.46
100000,10240,90673,11024.88
1000000,10240,446399,506.56
100000,10240,52535,11005.39
1000000,10240,657063,17811.53
1000000,10240,922616,328.28
1000000,10240,960293,83.27
1000000,10240,762057,527.06
100000,10240,2506,460.01
1000000,10240,123295,418.20
1000000,10240,704524,485.83
100000,10240,55176,9870.18
100000,10240,46598,17086.00
100000,10240,19808,23482.47
1000000,10240,942543,271.54
1000000,10240,904049,96.05
100000,10240,65762,19133.18
100000,10240,5848,644.80
100000,10240,80341,20348.94
1000000,10240,260781,18911.21
1000000,10240,427288,530.74
1000000,10240,93982,17429.53
1000000,10240,300687,526.95
100000,10240,78326,522.59
1000000,10240,884015,301.81
100000,10240,63596,21235.09
1000000,10240,481633,25174.52
1000000,10240,83561,11813.62
1000000,10240,439363,14318.28
1000000,10240,135808,13362.91
100000,10240,24641,20701.01
100000,10240,85256,20709.09
100000,10240,89674,761.13
100000,10240,32728,627.04
100000,10240,25863,10361.10
1000000,10240,160017,8103.49
100000,10240,54862,421.25
100000,10240,7768,10910.07
1000000,10240,943722,200.47
100000,10240,54555,22564.67
100000,10240,32435,918.93
1000000,10240,916403,122.13
100000,10240,36010,1011.48
1000000,10240,898541,108.60
100000,10240,64517,740.54
1000000,10240,599538,305.18
1000000,10240,869659,495.12
1000000,10240,209160,849.53
100000,10240,5235,17979.90
1000000,10240,408881,929.89
100000,10240,29855,21049.14
100000,10240,67551,20345.65
100000,10240,59429,688.73
100000,10240,74364,12342.07
100000,10240,17117,17524.15
1000000,10240,308287,806.16
1000000,10240,201225,11992.17
1000000,10240,118238,23137.00
1000000,10240,480870,973.53
100000,10240,74762,15000.16
100000,10240,73912,42091.67
1000000,10240,128244,10123.02
1000000,10240,642900,12245.35
1000000,10240,793315,797.89
1000000,10240,365584,12237.55
1000000,10240,41844,16977.41
100000,10240,77743,17294.53
1000000,10240,558041,1538.68
100000,10240,72151,640.72
1000000,10240,146770,26162.52
100000,10240,95991,20552.46
100000,10240,89838,1366.99
1000000,10240,441365,13546.45
100000,10240,13154,869.87
1000000,10240,235208,773.83
1000000,10240,760448,670.00
1000000,10240,627516,1480.85
1000000,10240,547098,514.52
1000000,10240,751622,791.10
100000,10240,7871,15237.38
1000000,10240,758510,752.21
1000000,10240,733543,945.40
1000000,10240,499159,879.50
1000000,10240,5948,607.93
1000000,10240,24057,15047.26
1000000,10240,172830,1133.81
100000,10240,93519,14341.85
1000000,10240,455148,13409.61
100000,10240,7936,1196.74
100000,10240,65639,618.11
1000000,10240,215621,17309.62
100000,10240,23582,17235.63
100000,10240,3265,1007.79
1000000,10240,188238,798.65
100000,10240,13538,15889.55
1000000,10240,983449,311.71
1000000,10240,495273,875.53
100000,10240,60889,21808.19
1000000,10240,302346,1426.57
1000000,10240,943584,104.40
100000,10240,19168,618.63
1000000,10240,379052,906.07
100000,10240,59839,601.58
100000,10240,21840,932.93
1000000,10240,332963,11178.63
1000000,10240,666566,740.35
100000,10240,64634,16228.23
1000000,10240,350971,13003.98
100000,10240,83476,13054.76
1000000,10240,990959,311.92
1000000,10240,294976,18250.55
100000,10240,81187,1322.98
1000000,10240,727044,703.73
1000000,10240,917437,87.90
100000,10240,57146,19465.22
1000000,10240,466801,739.28
1000000,10240,552049,15441.77
100000,10240,75525,854.89
1000000,10240,954698,191.85
100000,10240,56917,21963.56
1000000,10240,663416,1385.40
100000,10240,65278,17212.57
1000000,10240,60200,13630.32
1000000,10240,691274,1082.08
1000000,10240,700423,550.15
100000,10240,58988,15802.31
100000,10240,33902,804.55
100000,10240,10286,665.64
100000,10240,2727,663.55
100000,10240,90496,585.61
1000000,10240,738889,1381.92
100000,10240,59459,1607.28
1000000,10240,928472,88.81
100000,10240,70432,758.02
100000,10240,88065,12935.21
100000,10240,86283,15789.01
1000000,10240,666564,1517.53
100000,10240,5383,18848.81
1000000,10240,996564,350.43
1000000,10240,45785,15102.93
100000,10240,3278,1535.36
100000,10240,48449,13666.15
1000000,10240,904361,282.49
1000000,10240,798756,1196.84
1000000,10240,548450,559.43
1000000,10240,193084,521.00
1000000,10240,899143,106.48
1000000,10240,606806,25271.18
1000000,10240,509021,19850.83
1000000,10240,316181,591.08
1000000,10240,553429,948.16
1000000,10240,852624,600.90
100000,10240,92190,324.77
100000,10240,7094,9797.41
100000,10240,76153,13786.99
1000000,10240,356329,597.03
100000,10240,95417,368.02
100000,10240,72603,11133.83
1000000,10240,704633,1147.40
100000,10240,44252,20686.36
100000,10240,75750,15934.12
100000,10240,11042,17184.09
1000000,10240,154775,30161.83
100000,10240,38469,800.37
100000,10240,30537,339.03
1000000,10240,267657,15699.91
1000000,10240,440416,1076.67
1000000,10240,657446,504.93
100000,10240,53759,15184.20
1000000,10240,869512,574.54
100000,10240,20079,32934.01
1000000,10240,526570,578.42
1000000,10240,436525,17394.04
100000,10240,40295,15457.05
1000000,10240,927362,215.18
100000,10240,54949,486.51
100000,10240,57366,18100.34
100000,10240,31504,13912.51
100000,10240,49832,570.21
1000000,10240,409783,18596.15
1000000,10240,409617,16075.83
100000,10240,88181,512.79
1000000,10240,721726,481.17
1000000,10240,144462,333.02
1000000,10240,609918,14178.60
1000000,10240,999102,299.02
100000,10240,77068,19784.27
1000000,10240,827050,517.20
1000000,10240,32670,18203.86
1000000,10240,362798,521.16
100000,10240,72667,23347.65
100000,10240,90824,16784.36
1000000,10240,541380,646.37
1000000,10240,612859,525.85
1000000,10240,680748,50233.38
1000000,10240,104727,15173.21
1000000,10240,185973,13534.74
1000000,10240,101690,526.87
100000,10240,74264,1199.22
1000000,10240,559484,403.84
1000000,10240,10206,13160.53
100000,10240,82544,465.19
100000,10240,51662,15019.63
100000,10240,24486,572.97
1000000,10240,344406,508.40
1000000,10240,997724,105.60
1000000,10240,707890,499.67
100000,10240,4562,315.37
100000,10240,20585,689.64
100000,10240,6006,17083.93
1000000,10240,373818,18306.39
1000000,10240,239266,19258.42
1000000,10240,893353,339.56
1000000,10240,991183,310.10
100000,10240,81663,30723.76
100000,10240,64665,924.80
1000000,10240,874579,325.13
1000000,10240,692102,12337.44
100000,10240,22372,13732.32
100000,10240,97853,12753.89
1000000,10240,79995,284.43
1000000,10240,340327,340.25
100000,10240,76810,862.92
1000000,10240,282234,18044.58
1000000,10240,444280,274.66
100000,10240,25919,15412.07
1000000,10240,602656,606.52
100000,10240,24697,503.62
100000,10240,95302,13510.10
1000000,10240,750595,318.35
1000000,10240,354375,312.60
1000000,10240,411054,14838.89
1000000,10240,148724,17676.55
100000,10240,11287,408.89
1000000,10240,465588,21981.77
100000,10240,55534,15021.35
100000,10240,50324,746.74
1000000,10240,49278,15545.98
100000,10240,72264,17712.54
1000000,10240,665748,782.55
1000000,10240,103365,346.64
100000,10240,66655,14493.45
1000000,10240,904241,122.33
1000000,10240,682039,295.80
100000,10240,50432,309.54
100000,10240,49969,16264.96
1000000,10240,637433,17334.82
100000,10240,85191,926.00
1000000,10240,236001,21985.50
100000,10240,60731,12920.64
100000,10240,56757,489.05
100000,10240,91441,620.56
1000000,10240,24240,18416.86
1000000,10240,69163,11941.92
1000000,10240,638953,526.64
100000,10240,13886,12036.16
1000000,10240,442957,499.13
1000000,10240,589569,10719.28
100000,10240,81142,942.45
1000000,10240,590648,564.17
1000000,10240,262847,17171.18
100000,10240,9710,16796.80
100000,10240,15493,14676.47
100000,10240,40380,22100.17
1000000,10240,515455,801.03
1000000,10240,185107,16415.26
1000000,10240,547125,476.45
1000000,10240,918806,223.07
100000,10240,61066,17308.66
100000,10240,57954,14630.41
1000000,10240,894894,452.87
100000,10240,38036,26281.94
1000000,10240,94940,19983.73
100000,10240,58743,10406.05
100000,10240,86858,966.73
100000,10240,17840,16896.27
1000000,10240,189365,32881.74
100000,10240,86956,24698.85
1000000,10240,286290,24895.10
100000,10240,11101,24260.74
100000,10240,92901,816.31
1000000,10240,487222,407.02
1000000,10240,905205,473.31
1000000,10240,997714,110.39
1000000,10240,279108,345.86
100000,10240,10490,14829.19
100000,10240,15444,743.37
1000000,10240,945055,90.72
1000000,10240,483555,425.39
1000000,10240,858976,296.00
100000,10240,72089,263.61
1000000,10240,175566,407.61
100000,10240,77624,19660.25
100000,10240,81033,23537.17
1000000,10240,936555,252.41
1000000,10240,290313,622.77
100000,10240,24744,33896.02
1000000,10240,647224,903.38
1000000,10240,780080,486.36
100000,10240,85105,583.03
1000000,10240,408040,17549.28
100000,10240,80274,601.91
1000000,10240,676472,525.23
100000,10240,75886,20448.94
100000,10240,74044,11643.07
100000,10240,68679,16594.97
100000,10240,30737,728.48
1000000,10240,783349,569.98
100000,10240,41232,917.25
100000,10240,52296,35439.45
1000000,10240,622107,754.91
1000000,10240,564080,949.35
1000000,10240,81354,60417.32
1000000,10240,968790,283.78
1000000,10240,837836,1244.13
100000,10240,12735,16632.80
1000000,10240,534363,12435.26
100000,10240,75353,15845.41
100000,10240,33972,21199.01
100000,10240,11750,16732.05
100000,10240,45293,21404.15
1000000,10240,222899,916.79
100000,10240,86079,20963.74
100000,10240,70748,674.43
1000000,10240,283246,13397.46
100000,10240,41071,1163.37
1000000,10240,537085,1165.25
100000,10240,55444,20361.28
100000,10240,70345,20772.43
1000000,10240,139260,25312.12
1000000,10240,87128,17825.01
1000000,10240,42078,1214.03
1000000,10240,169748,557.06
100000,10240,90730,558.68
100000,10240,12622,17074.19
1000000,10240,402724,20893.66
100000,10240,42584,1347.47
1000000,10240,409593,22875.24
100000,10240,71200,825.44
100000,10240,7113,1177.83
100000,10240,43420,615.52
100000,10240,2651,1014.26
100000,10240,7869,419.52
100000,10240,43559,17366.82
100000,10240,17973,20222.85
1000000,10240,531935,1085.59
100000,10240,23292,17641.53
1000000,10240,32390,708.78
100000,10240,960,17284.13
100000,10240,57870,526.33
1000000,10240,293586,14630.21
100000,10240,3527,14586.63
100000,10240,51910,20233.64
1000000,10240,744653,405.50
100000,10240,9965,15649.70
100000,10240,49930,919.85
1000000,10240,952100,221.74
1000000,10240,539420,19664.51
100000,10240,45351,13931.79
1000000,10240,357999,808.08
100000,10240,28885,626.37
1000000,10240,842362,391.90
1000000,10240,403752,629.12
100000,10240,5655,21652.36
100000,10240,39500,23790.41
100000,10240,78059,771.73
100000,10240,50506,33743.47
1000000,10240,216157,12216.20
100000,10240,93001,759.32
1000000,10240,872786,271.69
1000000,10240,178271,345.86
100000,10240,76304,25980.49
1000000,10240,243949,7804.44
1000000,10240,535859,13496.25
100000,10240,2187,684.71
1000000,10240,240500,11191.75
1000000,10240,300780,1008.23
100000,10240,62061,8963.96
100000,10240,85181,15909.52
100000,10240,89514,8172.79
100000,10240,86034,413.44
100000,10240,84907,19933.27
100000,10240,66770,17454.08
100000,10240,49674,904.37
100000,10240,20866,15229.30
100000,10240,5273,21505.55
1000000,10240,430732,765.49
1000000,10240,867949,526.39
100000,10240,97693,320.64
1000000,10240,400016,15031.10
1000000,10240,568714,603.13
100000,10240,7989,18423.11
100000,10240,58918,513.80
100000,10240,110,368.17
100000,10240,18388,13889.01
100000,10240,71770,15464.92
1000000,10240,215860,423.92
1000000,10240,752908,495.71
1000000,10240,260017,18665.67
1000000,10240,475207,500.47
1000000,10240,257269,19804.17
1000000,10240,516777,636.40
1000000,10240,221092,10893.22
100000,10240,58402,540.72
100000,10240,34387,18076.80
100000,10240,77018,20633.28
100000,10240,95251,16326.08
1000000,10240,871460,233.58
100000,10240,2492,451.34
100000,10240,38652,15152.14
1000000,10240,369495,448.20
100000,10240,13619,25701.90
1000000,10240,648758,588.55
100000,10240,39121,13360.78
1000000,10240,897670,558.17
100000,10240,47537,21972.79
100000,10240,71741,15394.47
1000000,10240,833862,525.16
1000000,10240,392446,424.85
1000000,10240,573028,276.31
1000000,10240,638093,13173.13
100000,10240,80781,20676.95
100000,10240,19054,982.22
1000000,10240,673618,926.03
100000,10240,99557,14592.64
100000,10240,13884,14697.39
1000000,10240,911015,350.25
100000,10240,79310,10207.89
1000000,10240,51203,17056.49
100000,10240,62700,730.89
100000,10240,33804,734.66
100000,10240,34993,289.63
1000000,10240,374475,19270.81
1000000,10240,486993,448.42
100000,10240,97609,312.79
100000,10240,92390,10483.42
1000000,10240,362623,774.53
1000000,10240,208205,307.97
100000,10240,18569,16803.76
1000000,10240,50121,309.48
1000000,10240,703176,305.59
100000,10240,34429,17972.26
100000,10240,5504,8120.77
1000000,10240,493348,22261.08
100000,10240,76402,18468.71
100000,10240,24505,304.70
1000000,10240,167188,308.48
1000000,10240,606472,290.83
1000000,10240,430670,333.50
1000000,10240,947442,107.73
100000,10240,33540,9633.07
1000000,10240,159903,17257.75
100000,10240,39965,361.12
100000,10240,11952,17477.97
100000,10240,24687,312.68
1000000,10240,217822,14079.80
1000000,10240,630565,274.40
100000,10240,13566,16663.17
1000000,10240,89870,439.74
100000,10240,42567,713.41
100000,10240,27100,303.28
1000000,10240,528236,34104.32
1000000,10240,593071,675.36
100000,10240,84689,17371.48
100000,10240,14896,593.05
1000000,10240,404305,22251.85
100000,10240,82346,624.86
1000000,10240,126913,617.70
100000,10240,3133,16276.81
1000000,10240,371643,14255.00
1000000,10240,654589,522.31
1000000,10240,318395,417.18
1000000,10240,38390,14175.77
100000,10240,15670,822.50
100000,10240,72053,15106.89
100000,10240,48085,526.39
1000000,10240,242959,29121.40
100000,10240,8782,13654.39
100000,10240,58073,17953.27
1000000,10240,47844,467.56
100000,10240,50801,13248.71
1000000,10240,223491,14501.10
100000,10240,23283,948.00
1000000,10240,296080,15142.36
100000,10240,90247,13781.53
1000000,10240,984532,242.87
1000000,10240,395900,11936.94
100000,10240,22184,15657.10
1000000,10240,216217,16519.56
100000,10240,78012,17621.74
100000,10240,13624,19867.99
