phase,dataset,num_workers,idx,wall_ms
phase2,single,0,2,11886.29
phase2,single,0,3,11126.27
phase2,single,0,4,10831.01
phase2,single,0,5,10799.58
phase2,single,0,6,10965.24
phase2,single,0,7,11098.32
phase2,single,0,8,10653.49
phase2,single,0,9,11336.52
phase2,single,0,10,10464.37
phase2,single,0,11,10766.73
phase2,single,0,12,10884.54
phase2,single,0,13,10395.28
phase2,single,0,14,10447.54
phase2,single,0,15,10581.71
phase2,single,0,16,10631.40
phase2,single,0,17,10995.24
phase2,single,0,18,10137.77
phase2,single,0,19,10850.32
phase2,single,0,20,10695.84
phase2,single,0,21,10564.45
phase2,single,0,22,10488.09
phase2,single,0,23,10963.25
phase2,single,0,24,9851.58
phase2,single,0,25,10029.07
phase2,single,0,26,10591.32
phase2,single,0,27,10975.82
phase2,single,0,28,10881.40
phase2,single,0,29,10410.13
phase2,single,0,30,11192.69
phase2,single,0,31,10891.16
phase2,single,0,32,10870.33
phase2,single,0,33,9965.58
phase2,single,0,34,10624.55
phase2,single,0,35,10166.22
phase2,single,0,36,10567.20
phase2,single,0,37,10659.33
phase2,single,0,38,10462.98
phase2,single,0,39,10235.41
phase2,single,0,40,10922.30
phase2,single,0,41,10200.76
phase2,single,0,42,10769.72
phase2,single,0,43,10408.36
phase2,single,0,44,10730.08
phase2,single,0,45,11453.51
phase2,single,0,46,10698.35
phase2,single,0,47,10807.97
phase2,single,0,48,10885.59
phase2,single,0,49,10663.45
phase2,single,0,50,10202.74
phase2,single,0,51,11091.30
phase2,single,0,52,10381.93
phase2,single,0,53,11051.43
phase2,single,0,54,11011.16
phase2,single,0,55,10617.53
phase2,single,0,56,10896.86
phase2,single,0,57,10083.08
phase2,single,0,58,10570.58
phase2,single,0,59,11045.28
phase2,single,0,60,10973.17
phase2,single,0,61,10165.09
phase2,single,0,62,10278.97
phase2,single,0,63,10827.67
phase2,single,0,64,11020.33
phase2,single,0,65,10828.57
phase2,single,0,66,11130.34
phase2,single,0,67,11253.48
phase2,single,0,68,11486.64
phase2,single,0,69,10810.91
phase2,single,0,70,10375.25
phase2,single,0,71,9556.79
phase2,single,0,72,10290.33
phase2,single,0,73,10604.43
phase2,single,0,74,10182.01
phase2,single,0,75,10574.12
phase2,single,0,76,11004.81
phase2,single,0,77,10308.74
phase2,single,0,78,11232.79
phase2,single,0,79,10324.33
phase2,merged,0,0,2126.84
phase2,merged,0,1,1720.19
phase2,merged,0,2,1316.28
phase2,merged,0,3,1603.08
phase2,merged,0,4,1606.32
phase2,merged,0,5,1567.01
phase2,merged,0,6,1357.01
phase2,merged,0,7,2827.81
phase2,merged,0,8,1603.93
phase2,merged,0,9,1361.29
phase2,merged,0,10,1051.34
phase2,merged,0,11,1374.24
phase2,merged,0,12,1836.78
phase2,merged,0,13,1338.19
phase2,merged,0,14,1697.30
phase2,merged,0,15,1519.65
phase2,merged,0,16,1716.07
phase2,merged,0,17,1470.68
phase2,merged,0,18,1095.96
phase2,merged,0,19,1375.83
phase2,merged,0,20,1545.01
phase2,merged,0,21,1439.84
phase2,merged,0,22,1460.00
phase2,merged,0,23,1354.16
phase2,merged,0,24,1525.33
phase2,merged,0,25,1307.22
phase2,merged,0,26,1632.75
phase2,merged,0,27,1373.48
phase2,merged,0,28,1752.46
phase2,merged,0,29,1246.27
phase2,merged,0,30,1288.05
phase2,merged,0,31,1611.61
phase2,merged,0,32,1411.06
phase2,merged,0,33,1072.11
phase2,merged,0,34,1170.86
phase2,merged,0,35,1207.99
phase2,merged,0,36,1523.86
phase2,merged,0,37,1485.10
phase2,merged,0,38,1144.99
phase2,merged,0,39,1395.95
phase2,merged,0,40,1564.73
phase2,merged,0,41,1491.41
phase2,merged,0,42,1192.45
phase2,merged,0,43,1311.79
phase2,merged,0,44,1155.11
phase2,merged,0,45,1806.68
phase2,merged,0,46,1499.62
phase2,merged,0,47,1154.01
phase2,merged,0,48,1519.42
phase2,merged,0,49,1297.98
phase2,merged,0,50,1347.51
phase2,merged,0,51,1468.99
phase2,merged,0,52,1135.94
phase2,merged,0,53,1284.15
phase2,merged,0,54,1197.02
phase2,merged,0,55,1218.96
phase2,merged,0,56,1396.27
phase2,merged,0,57,1018.99
phase2,merged,0,58,1300.50
phase2,merged,0,59,1360.60
phase2,merged,0,60,1254.92
phase2,merged,0,61,978.50
phase2,merged,0,62,1291.13
phase2,merged,0,63,1165.45
phase2,merged,0,64,1211.54
phase2,merged,0,65,1346.34
phase2,merged,0,66,1268.57
phase2,merged,0,67,1246.42
phase2,merged,0,68,1203.07
phase2,merged,0,69,904.81
phase2,merged,0,70,907.47
phase2,merged,0,71,1249.99
phase2,merged,0,72,1257.17
phase2,merged,0,73,1031.52
phase2,merged,0,74,1061.23
phase2,merged,0,75,1534.99
phase2,merged,0,76,1466.97
phase2,merged,0,77,1251.52
phase2,merged,0,78,1229.49
phase2,merged,0,79,1351.16
phase2,single,1,0,10236.01
phase2,single,1,1,10128.34
phase2,single,1,2,9384.60
phase2,single,1,3,9535.84
phase2,single,1,4,9757.93
phase2,single,1,5,9964.69
phase2,single,1,6,9385.01
phase2,single,1,7,10086.96
phase2,single,1,8,9329.36
phase2,single,1,9,10222.36
phase2,single,1,10,9885.66
phase2,single,1,11,9685.00
phase2,single,1,12,10159.92
phase2,single,1,13,9294.07
phase2,single,1,14,10100.86
phase2,single,1,15,9330.58
phase2,single,1,16,10000.22
phase2,single,1,17,9429.93
phase2,single,1,18,9031.52
phase2,single,1,19,9499.80
phase2,single,1,20,9661.16
phase2,single,1,21,9190.21
phase2,single,1,22,9295.53
phase2,single,1,23,9359.10
phase2,single,1,24,9270.62
phase2,single,1,25,8767.98
phase2,single,1,26,9835.23
phase2,single,1,27,9109.61
phase2,single,1,28,10134.41
phase2,single,1,29,9663.02
phase2,single,1,30,9220.34
phase2,single,1,31,9987.79
phase2,single,1,32,9557.91
phase2,single,1,33,9218.07
phase2,single,1,34,9808.13
phase2,single,1,35,9380.47
phase2,single,1,36,10246.78
phase2,single,1,37,10373.52
phase2,single,1,38,9591.22
phase2,single,1,39,9952.53
phase2,single,1,40,9627.32
phase2,single,1,41,9823.55
phase2,single,1,42,9483.00
phase2,single,1,43,9462.95
phase2,single,1,44,9541.97
phase2,single,1,45,10329.05
phase2,single,1,46,9759.75
phase2,single,1,47,9877.62
phase2,single,1,48,9784.18
phase2,single,1,49,10009.90
phase2,single,1,50,9414.04
phase2,single,1,51,9834.86
phase2,single,1,52,9492.35
phase2,single,1,53,9951.48
phase2,single,1,54,9613.36
phase2,single,1,55,9824.91
phase2,single,1,56,10016.06
phase2,single,1,57,9108.03
phase2,single,1,58,9173.41
phase2,single,1,59,9858.95
phase2,single,1,60,9767.75
phase2,single,1,61,9057.11
phase2,single,1,62,9975.95
phase2,single,1,63,9195.70
phase2,single,1,64,10166.21
phase2,single,1,65,9381.13
phase2,single,1,66,9938.37
phase2,single,1,67,9308.38
phase2,single,1,68,9584.17
phase2,single,1,69,8993.56
phase2,single,1,70,9738.93
phase2,single,1,71,9427.73
phase2,single,1,72,9880.83
phase2,single,1,73,9457.13
phase2,single,1,74,9675.78
phase2,single,1,75,9957.60
phase2,single,1,76,9835.45
phase2,single,1,77,9554.68
phase2,single,1,78,10277.78
phase2,single,1,79,9480.90
phase2,merged,1,0,1792.98
phase2,merged,1,1,1722.44
phase2,merged,1,2,1408.25
phase2,merged,1,3,1630.50
phase2,merged,1,4,1747.78
phase2,merged,1,5,1431.49
phase2,merged,1,6,1367.22
phase2,merged,1,7,1774.50
phase2,merged,1,8,1659.05
phase2,merged,1,9,1649.27
phase2,merged,1,10,1306.43
phase2,merged,1,11,1186.56
phase2,merged,1,12,1672.55
phase2,merged,1,13,1272.61
phase2,merged,1,14,1698.08
phase2,merged,1,15,1274.66
phase2,merged,1,16,1579.37
phase2,merged,1,17,1256.02
phase2,merged,1,18,898.86
phase2,merged,1,19,1500.25
phase2,merged,1,20,1264.89
phase2,merged,1,21,1377.49
phase2,merged,1,22,1538.87
phase2,merged,1,23,1409.95
phase2,merged,1,24,1427.40
phase2,merged,1,25,1268.96
phase2,merged,1,26,1475.86
phase2,merged,1,27,1316.92
phase2,merged,1,28,1749.70
phase2,merged,1,29,1254.27
phase2,merged,1,30,1141.54
phase2,merged,1,31,1467.70
phase2,merged,1,32,1277.03
phase2,merged,1,33,1192.80
phase2,merged,1,34,1290.94
phase2,merged,1,35,1152.53
phase2,merged,1,36,1573.63
phase2,merged,1,37,1441.95
phase2,merged,1,38,1265.78
phase2,merged,1,39,1440.74
phase2,merged,1,40,1591.89
phase2,merged,1,41,1442.96
phase2,merged,1,42,1189.67
phase2,merged,1,43,1384.08
phase2,merged,1,44,1406.81
phase2,merged,1,45,1882.30
phase2,merged,1,46,1364.60
phase2,merged,1,47,1166.86
phase2,merged,1,48,1512.11
phase2,merged,1,49,1302.27
phase2,merged,1,50,1393.38
phase2,merged,1,51,1460.72
phase2,merged,1,52,1124.85
phase2,merged,1,53,1144.54
phase2,merged,1,54,1133.96
phase2,merged,1,55,1082.24
phase2,merged,1,56,1461.24
phase2,merged,1,57,1030.29
phase2,merged,1,58,1419.45
phase2,merged,1,59,1293.72
phase2,merged,1,60,1292.09
phase2,merged,1,61,916.73
phase2,merged,1,62,1359.76
phase2,merged,1,63,1035.77
phase2,merged,1,64,1178.03
phase2,merged,1,65,1430.40
phase2,merged,1,66,1311.48
phase2,merged,1,67,1201.72
phase2,merged,1,68,1065.93
phase2,merged,1,69,972.69
phase2,merged,1,70,1001.52
phase2,merged,1,71,1312.88
phase2,merged,1,72,1367.14
phase2,merged,1,73,963.42
phase2,merged,1,74,1158.02
phase2,merged,1,75,1434.85
phase2,merged,1,76,1616.80
phase2,merged,1,77,1277.56
phase2,merged,1,78,1368.19
phase2,merged,1,79,1413.21
phase2,single,4,0,10489.04
phase2,single,4,1,642.81
phase2,single,4,2,0.14
phase2,single,4,3,0.15
phase2,single,4,4,9858.69
phase2,single,4,5,731.39
phase2,single,4,6,0.17
phase2,single,4,7,0.11
phase2,single,4,8,9437.26
phase2,single,4,9,1206.02
phase2,single,4,10,0.14
phase2,single,4,11,0.05
phase2,single,4,12,9469.02
phase2,single,4,13,299.07
phase2,single,4,14,0.12
phase2,single,4,15,0.09
phase2,single,4,16,9958.72
phase2,single,4,17,497.21
phase2,single,4,18,0.11
phase2,single,4,19,0.08
phase2,single,4,20,9943.94
phase2,single,4,21,198.44
phase2,single,4,22,0.13
phase2,single,4,23,0.08
phase2,single,4,24,9598.98
phase2,single,4,25,248.02
phase2,single,4,26,0.13
phase2,single,4,27,0.08
phase2,single,4,28,10641.34
phase2,single,4,29,0.13
phase2,single,4,30,0.07
phase2,single,4,31,0.05
phase2,single,4,32,10015.80
phase2,single,4,33,0.15
phase2,single,4,34,0.05
phase2,single,4,35,0.04
phase2,single,4,36,10630.55
phase2,single,4,37,0.08
phase2,single,4,38,0.03
phase2,single,4,39,0.09
phase2,single,4,40,9932.51
phase2,single,4,41,0.15
phase2,single,4,42,0.04
phase2,single,4,43,0.17
phase2,single,4,44,10403.23
phase2,single,4,45,0.09
phase2,single,4,46,0.03
phase2,single,4,47,0.10
phase2,single,4,48,10464.54
phase2,single,4,49,0.25
phase2,single,4,50,0.06
phase2,single,4,51,0.11
phase2,single,4,52,9798.19
phase2,single,4,53,0.17
phase2,single,4,54,0.14
phase2,single,4,55,0.06
phase2,single,4,56,10313.85
phase2,single,4,57,0.09
phase2,single,4,58,0.03
phase2,single,4,59,0.11
phase2,single,4,60,9799.16
phase2,single,4,61,0.09
phase2,single,4,62,0.04
phase2,single,4,63,0.12
phase2,single,4,64,10353.32
phase2,single,4,65,373.39
phase2,single,4,66,0.09
phase2,single,4,67,0.11
phase2,single,4,68,9197.13
phase2,single,4,69,278.32
phase2,single,4,70,0.19
phase2,single,4,71,0.12
phase2,single,4,72,9624.01
phase2,single,4,73,564.67
phase2,single,4,74,0.08
phase2,single,4,75,289.11
phase2,single,4,76,9012.56
phase2,single,4,77,318.04
phase2,single,4,78,0.10
phase2,single,4,79,333.41
phase2,merged,4,0,1488.05
phase2,merged,4,1,385.10
phase2,merged,4,2,0.23
phase2,merged,4,3,0.03
phase2,merged,4,4,1124.39
phase2,merged,4,5,146.35
phase2,merged,4,6,0.08
phase2,merged,4,7,165.30
phase2,merged,4,8,1161.81
phase2,merged,4,9,91.16
phase2,merged,4,10,0.18
phase2,merged,4,11,41.53
phase2,merged,4,12,2422.08
phase2,merged,4,13,0.07
phase2,merged,4,14,0.09
phase2,merged,4,15,0.11
phase2,merged,4,16,981.54
phase2,merged,4,17,886.96
phase2,merged,4,18,0.27
phase2,merged,4,19,0.10
phase2,merged,4,20,401.28
phase2,merged,4,21,746.40
phase2,merged,4,22,0.16
phase2,merged,4,23,0.03
phase2,merged,4,24,518.10
phase2,merged,4,25,665.17
phase2,merged,4,26,0.15
phase2,merged,4,27,0.11
phase2,merged,4,28,650.44
phase2,merged,4,29,315.56
phase2,merged,4,30,0.23
phase2,merged,4,31,0.05
phase2,merged,4,32,835.44
phase2,merged,4,33,202.15
phase2,merged,4,34,0.29
phase2,merged,4,35,0.03
phase2,merged,4,36,1179.37
phase2,merged,4,37,298.81
phase2,merged,4,38,0.25
phase2,merged,4,39,0.03
phase2,merged,4,40,1008.64
phase2,merged,4,41,104.71
phase2,merged,4,42,0.16
phase2,merged,4,43,0.03
phase2,merged,4,44,974.57
phase2,merged,4,45,708.08
phase2,merged,4,46,0.18
phase2,merged,4,47,0.04
phase2,merged,4,48,701.00
phase2,merged,4,49,451.32
phase2,merged,4,50,0.13
phase2,merged,4,51,0.03
phase2,merged,4,52,644.59
phase2,merged,4,53,631.47
phase2,merged,4,54,0.34
phase2,merged,4,55,0.04
phase2,merged,4,56,669.01
phase2,merged,4,57,413.68
phase2,merged,4,58,0.15
phase2,merged,4,59,0.13
phase2,merged,4,60,608.35
phase2,merged,4,61,339.38
phase2,merged,4,62,0.07
phase2,merged,4,63,0.03
phase2,merged,4,64,953.72
phase2,merged,4,65,489.70
phase2,merged,4,66,0.16
phase2,merged,4,67,0.03
phase2,merged,4,68,640.56
phase2,merged,4,69,308.75
phase2,merged,4,70,0.08
phase2,merged,4,71,0.24
phase2,merged,4,72,859.04
phase2,merged,4,73,28.63
phase2,merged,4,74,0.16
phase2,merged,4,75,0.13
phase2,merged,4,76,1232.77
phase2,merged,4,77,0.16
phase2,merged,4,78,0.12
phase2,merged,4,79,0.03
phase2,single,12,0,11966.77
phase2,single,12,1,1574.57
phase2,single,12,2,0.19
phase2,single,12,3,0.10
phase2,single,12,4,0.24
phase2,single,12,5,0.19
phase2,single,12,6,0.15
phase2,single,12,7,0.18
phase2,single,12,8,0.22
phase2,single,12,9,25.95
phase2,single,12,10,0.14
phase2,single,12,11,0.14
phase2,single,12,12,10915.57
phase2,single,12,13,180.25
phase2,single,12,14,0.12
phase2,single,12,15,0.10
phase2,single,12,16,693.42
phase2,single,12,17,427.66
phase2,single,12,18,0.21
phase2,single,12,19,0.12
phase2,single,12,20,0.11
phase2,single,12,21,0.13
phase2,single,12,22,0.14
phase2,single,12,23,0.12
phase2,single,12,24,9818.64
phase2,single,12,25,247.16
phase2,single,12,26,448.60
phase2,single,12,27,0.16
phase2,single,12,28,324.67
phase2,single,12,29,428.66
phase2,single,12,30,0.11
phase2,single,12,31,0.13
phase2,single,12,32,0.10
phase2,single,12,33,0.12
phase2,single,12,34,0.10
phase2,single,12,35,0.16
phase2,single,12,36,10861.61
phase2,single,12,37,382.38
phase2,single,12,38,212.61
phase2,single,12,39,0.17
phase2,single,12,40,484.47
phase2,single,12,41,0.09
phase2,single,12,42,0.23
phase2,single,12,43,0.10
phase2,single,12,44,0.11
phase2,single,12,45,0.09
phase2,single,12,46,0.12
phase2,single,12,47,0.02
phase2,single,12,48,10879.88
phase2,single,12,49,0.29
phase2,single,12,50,0.11
phase2,single,12,51,90.89
phase2,single,12,52,754.86
phase2,single,12,53,0.15
phase2,single,12,54,0.11
phase2,single,12,55,0.09
phase2,single,12,56,0.11
phase2,single,12,57,0.13
phase2,single,12,58,0.08
phase2,single,12,59,0.03
phase2,single,12,60,11288.92
phase2,single,12,61,0.22
phase2,single,12,62,0.08
phase2,single,12,63,0.11
phase2,single,12,64,725.43
phase2,single,12,65,0.16
phase2,single,12,66,0.04
phase2,single,12,67,0.13
phase2,single,12,68,0.19
phase2,single,12,69,0.10
phase2,single,12,70,0.08
phase2,single,12,71,0.09
phase2,single,12,72,10537.42
phase2,single,12,73,0.20
phase2,single,12,74,0.13
phase2,single,12,75,981.44
phase2,single,12,76,301.79
phase2,single,12,77,0.20
phase2,single,12,78,0.11
phase2,single,12,79,0.12
phase2,merged,12,0,1657.29
phase2,merged,12,1,599.76
phase2,merged,12,2,0.47
phase2,merged,12,3,0.46
phase2,merged,12,4,36.48
phase2,merged,12,5,29.57
phase2,merged,12,6,0.17
phase2,merged,12,7,26.98
phase2,merged,12,8,0.12
phase2,merged,12,9,0.23
phase2,merged,12,10,0.05
phase2,merged,12,11,0.13
phase2,merged,12,12,1135.05
phase2,merged,12,13,0.15
phase2,merged,12,14,0.24
phase2,merged,12,15,0.04
phase2,merged,12,16,0.26
phase2,merged,12,17,0.15
phase2,merged,12,18,0.18
phase2,merged,12,19,26.33
phase2,merged,12,20,0.18
phase2,merged,12,21,0.11
phase2,merged,12,22,0.03
phase2,merged,12,23,0.23
phase2,merged,12,24,1315.46
phase2,merged,12,25,0.22
phase2,merged,12,26,64.11
phase2,merged,12,27,0.33
phase2,merged,12,28,193.36
phase2,merged,12,29,0.17
phase2,merged,12,30,0.11
phase2,merged,12,31,35.61
phase2,merged,12,32,0.09
phase2,merged,12,33,0.21
phase2,merged,12,34,0.03
phase2,merged,12,35,0.14
phase2,merged,12,36,1145.62
phase2,merged,12,37,0.30
phase2,merged,12,38,0.16
phase2,merged,12,39,0.16
phase2,merged,12,40,358.04
phase2,merged,12,41,0.18
phase2,merged,12,42,0.03
phase2,merged,12,43,0.04
phase2,merged,12,44,0.20
phase2,merged,12,45,0.27
phase2,merged,12,46,0.20
phase2,merged,12,47,0.03
phase2,merged,12,48,1145.59
phase2,merged,12,49,0.39
phase2,merged,12,50,0.38
phase2,merged,12,51,0.31
phase2,merged,12,52,195.34
phase2,merged,12,53,0.18
phase2,merged,12,54,0.07
phase2,merged,12,55,0.07
phase2,merged,12,56,0.13
phase2,merged,12,57,0.03
phase2,merged,12,58,0.18
phase2,merged,12,59,0.04
phase2,merged,12,60,996.27
phase2,merged,12,61,0.16
phase2,merged,12,62,0.10
phase2,merged,12,63,0.03
phase2,merged,12,64,290.08
phase2,merged,12,65,0.24
phase2,merged,12,66,0.07
phase2,merged,12,67,0.10
phase2,merged,12,68,0.20
phase2,merged,12,69,0.11
phase2,merged,12,70,0.06
phase2,merged,12,71,0.06
phase2,merged,12,72,892.16
phase2,merged,12,73,0.23
phase2,merged,12,74,0.14
phase2,merged,12,75,0.13
phase2,merged,12,76,473.04
phase2,merged,12,77,0.18
phase2,merged,12,78,0.10
phase2,merged,12,79,0.08
