dataset,sample_idx,var,n_chunks
single,478,c3nfx,8
single,478,c3ann,8
single,478,number_of_people,8
single,478,kg_class,8
single,478,weighted_PCT_SAND,4
single,478,weighted_PCT_CLAY,4
single,478,weighted_ORGANIC,4
single,478,SLOPE,4
single,478,ASPECT,4
single,478,elevation,4
single,478,LULC_states,12
single,479,secdf,4
single,479,range,4
single,479,primn,4
single,479,c4per,4
single,479,primf,4
single,479,pastr,4
single,479,c4ann,4
single,479,secmb,4
single,479,urban,4
single,479,c3per,4
single,479,c3nfx,4
single,479,secdn,4
single,479,secma,4
single,479,c3ann,4
single,479,number_of_people,4
single,479,kg_class,4
single,479,weighted_PCT_SAND,2
single,479,weighted_PCT_CLAY,2
single,479,weighted_ORGANIC,2
single,479,SLOPE,2
single,479,elevation,2
single,479,ASPECT,2
single,479,LULC_states,6
single,480,range,8
single,480,secdf,8
single,480,primn,8
single,480,pastr,8
single,480,primf,8
single,480,c4per,8
single,480,c4ann,8
single,480,c3per,8
single,480,urban,8
single,480,secma,8
single,480,secmb,8
single,480,c3ann,8
single,480,c3nfx,8
single,480,secdn,8
single,480,number_of_people,8
single,480,kg_class,8
single,480,weighted_PCT_SAND,4
single,480,weighted_PCT_CLAY,4
single,480,weighted_ORGANIC,4
single,480,SLOPE,4
single,480,elevation,4
single,480,ASPECT,4
single,480,LULC_states,12
single,481,secdf,4
single,481,range,4
single,481,primn,4
single,481,primf,4
single,481,pastr,4
single,481,c4per,4
single,481,c4ann,4
single,481,c3per,4
single,481,secmb,4
single,481,urban,4
single,481,secma,4
single,481,c3nfx,4
single,481,secdn,4
single,481,c3ann,4
single,481,number_of_people,4
single,481,kg_class,4
single,481,weighted_PCT_CLAY,2
single,481,weighted_PCT_SAND,2
single,481,weighted_ORGANIC,2
single,481,SLOPE,2
single,481,elevation,2
single,481,ASPECT,2
single,481,LULC_states,6
single,482,primn,4
single,482,secdf,4
single,482,range,4
single,482,primf,4
single,482,pastr,4
single,482,c4per,4
single,482,c4ann,4
single,482,urban,4
single,482,c3per,4
single,482,secmb,4
single,482,c3ann,4
single,482,secma,4
single,482,c3nfx,4
single,482,secdn,4
single,482,number_of_people,4
single,482,kg_class,4
single,482,weighted_PCT_SAND,2
single,482,weighted_PCT_CLAY,2
single,482,weighted_ORGANIC,2
single,482,SLOPE,2
single,482,elevation,2
single,482,ASPECT,2
single,482,LULC_states,6
single,483,secdf,4
single,483,range,4
single,483,primn,4
single,483,primf,4
single,483,pastr,4
single,483,c4per,4
single,483,c3per,4
single,483,c4ann,4
single,483,urban,4
single,483,secmb,4
single,483,secdn,4
single,483,secma,4
single,483,c3nfx,4
single,483,c3ann,4
single,483,number_of_people,4
single,483,kg_class,4
single,483,weighted_PCT_SAND,2
single,483,weighted_PCT_CLAY,2
single,483,weighted_ORGANIC,2
single,483,SLOPE,2
single,483,elevation,2
single,483,ASPECT,2
single,483,LULC_states,6
single,484,secdf,2
single,484,range,2
single,484,primn,2
single,484,primf,2
single,484,c4per,2
single,484,pastr,2
single,484,c4ann,2
single,484,c3per,2
single,484,urban,2
single,484,secmb,2
single,484,secma,2
single,484,secdn,2
single,484,c3ann,2
single,484,c3nfx,2
single,484,number_of_people,2
single,484,kg_class,2
single,484,weighted_PCT_SAND,1
single,484,weighted_PCT_CLAY,1
single,484,weighted_ORGANIC,1
single,484,SLOPE,1
single,484,elevation,1
single,484,ASPECT,1
single,484,LULC_states,3
single,485,secdf,2
single,485,range,2
single,485,primn,2
single,485,primf,2
single,485,pastr,2
single,485,c4per,2
single,485,c4ann,2
single,485,c3per,2
single,485,urban,2
single,485,secmb,2
single,485,secma,2
single,485,c3nfx,2
single,485,secdn,2
single,485,c3ann,2
single,485,number_of_people,2
single,485,kg_class,2
single,485,weighted_PCT_SAND,1
single,485,weighted_PCT_CLAY,1
single,485,weighted_ORGANIC,1
single,485,SLOPE,1
single,485,elevation,1
single,485,ASPECT,1
single,485,LULC_states,3
single,486,secdf,2
single,486,range,2
single,486,primn,2
single,486,pastr,2
single,486,c4per,2
single,486,c4ann,2
single,486,c3per,2
single,486,primf,2
single,486,urban,2
single,486,c3nfx,2
single,486,secma,2
single,486,secmb,2
single,486,c3ann,2
single,486,secdn,2
single,486,number_of_people,2
single,486,kg_class,2
single,486,weighted_PCT_SAND,1
single,486,weighted_ORGANIC,1
single,486,weighted_PCT_CLAY,1
single,486,SLOPE,1
single,486,elevation,1
single,486,ASPECT,1
single,486,LULC_states,3
single,487,range,4
single,487,secdf,4
single,487,primn,4
single,487,primf,4
single,487,pastr,4
single,487,c4per,4
single,487,c4ann,4
single,487,c3per,4
single,487,urban,4
single,487,secmb,4
single,487,secma,4
single,487,secdn,4
single,487,c3nfx,4
single,487,c3ann,4
single,487,number_of_people,4
single,487,kg_class,4
single,487,weighted_PCT_SAND,2
single,487,weighted_PCT_CLAY,2
single,487,weighted_ORGANIC,2
single,487,elevation,2
single,487,ASPECT,2
single,487,SLOPE,2
single,487,LULC_states,6
single,488,secdf,4
single,488,range,4
single,488,primn,4
single,488,primf,4
single,488,pastr,4
single,488,c4per,4
single,488,c4ann,4
single,488,c3per,4
single,488,secmb,4
single,488,urban,4
single,488,secma,4
single,488,c3nfx,4
single,488,secdn,4
single,488,c3ann,4
single,488,number_of_people,4
single,488,kg_class,4
single,488,weighted_PCT_SAND,2
single,488,weighted_PCT_CLAY,2
single,488,weighted_ORGANIC,2
single,488,elevation,2
single,488,SLOPE,2
single,488,ASPECT,2
single,488,LULC_states,6
single,489,secdf,8
single,489,range,8
single,489,primn,8
single,489,primf,8
single,489,pastr,8
single,489,c4per,8
single,489,c4ann,8
single,489,c3per,8
single,489,urban,8
single,489,secmb,8
single,489,secma,8
single,489,secdn,8
single,489,c3ann,8
single,489,c3nfx,8
single,489,number_of_people,8
single,489,kg_class,8
single,489,weighted_PCT_SAND,4
single,489,weighted_PCT_CLAY,4
single,489,weighted_ORGANIC,4
single,489,SLOPE,4
single,489,elevation,4
single,489,ASPECT,4
single,489,LULC_states,12
single,490,secdf,8
single,490,range,8
single,490,primn,8
single,490,primf,8
single,490,pastr,8
single,490,c4per,8
single,490,c4ann,8
single,490,c3per,8
single,490,urban,8
single,490,secmb,8
single,490,secma,8
single,490,secdn,8
single,490,c3nfx,8
single,490,c3ann,8
single,490,number_of_people,8
single,490,kg_class,8
single,490,weighted_PCT_SAND,4
single,490,weighted_PCT_CLAY,4
single,490,weighted_ORGANIC,4
single,490,SLOPE,4
single,490,elevation,4
single,490,ASPECT,4
single,490,LULC_states,12
single,491,secdf,2
single,491,range,2
single,491,primn,2
single,491,pastr,2
single,491,c4per,2
single,491,primf,2
single,491,c4ann,2
single,491,secmb,2
single,491,urban,2
single,491,c3per,2
single,491,secma,2
single,491,secdn,2
single,491,c3nfx,2
single,491,c3ann,2
single,491,number_of_people,2
single,491,kg_class,2
single,491,weighted_PCT_SAND,1
single,491,weighted_PCT_CLAY,1
single,491,weighted_ORGANIC,1
single,491,SLOPE,1
single,491,elevation,1
single,491,ASPECT,1
single,491,LULC_states,3
single,492,range,4
single,492,secdf,4
single,492,c4per,4
single,492,primf,4
single,492,primn,4
single,492,pastr,4
single,492,c3per,4
single,492,c4ann,4
single,492,urban,4
single,492,secmb,4
single,492,secdn,4
single,492,secma,4
single,492,c3nfx,4
single,492,c3ann,4
single,492,number_of_people,4
single,492,kg_class,4
single,492,weighted_PCT_SAND,2
single,492,weighted_PCT_CLAY,2
single,492,weighted_ORGANIC,2
single,492,SLOPE,2
single,492,elevation,2
single,492,ASPECT,2
single,492,LULC_states,6
single,493,secdf,8
single,493,range,8
single,493,primn,8
single,493,primf,8
single,493,c4per,8
single,493,pastr,8
single,493,c3per,8
single,493,c4ann,8
single,493,urban,8
single,493,secma,8
single,493,secmb,8
single,493,secdn,8
single,493,c3nfx,8
single,493,c3ann,8
single,493,number_of_people,8
single,493,kg_class,8
single,493,weighted_PCT_SAND,4
single,493,weighted_PCT_CLAY,4
single,493,weighted_ORGANIC,4
single,493,ASPECT,4
single,493,elevation,4
single,493,SLOPE,4
single,493,LULC_states,12
single,494,secdf,8
single,494,range,8
single,494,primn,8
single,494,primf,8
single,494,pastr,8
single,494,c4per,8
single,494,c4ann,8
single,494,urban,8
single,494,c3per,8
single,494,secmb,8
single,494,secma,8
single,494,secdn,8
single,494,c3nfx,8
single,494,c3ann,8
single,494,number_of_people,8
single,494,kg_class,8
single,494,weighted_PCT_SAND,4
single,494,weighted_PCT_CLAY,4
single,494,weighted_ORGANIC,4
single,494,elevation,4
single,494,SLOPE,4
single,494,ASPECT,4
single,494,LULC_states,12
single,495,secdf,8
single,495,range,8
single,495,primn,8
single,495,primf,8
single,495,pastr,8
single,495,c4per,8
single,495,c4ann,8
single,495,c3per,8
single,495,urban,8
single,495,secmb,8
single,495,secdn,8
single,495,secma,8
single,495,c3nfx,8
single,495,c3ann,8
single,495,number_of_people,8
single,495,kg_class,8
single,495,weighted_PCT_SAND,4
single,495,weighted_PCT_CLAY,4
single,495,weighted_ORGANIC,4
single,495,SLOPE,4
single,495,elevation,4
single,495,ASPECT,4
single,495,LULC_states,12
single,496,secdf,4
single,496,range,4
single,496,primf,4
single,496,primn,4
single,496,pastr,4
single,496,c4per,4
single,496,c3per,4
single,496,urban,4
single,496,secmb,4
single,496,c4ann,4
single,496,secma,4
single,496,secdn,4
single,496,c3nfx,4
single,496,c3ann,4
single,496,number_of_people,4
single,496,kg_class,4
single,496,weighted_PCT_SAND,2
single,496,weighted_PCT_CLAY,2
single,496,weighted_ORGANIC,2
single,496,elevation,2
single,496,SLOPE,2
single,496,ASPECT,2
single,496,LULC_states,6
single,497,secdf,8
single,497,range,8
single,497,primn,8
single,497,primf,8
single,497,pastr,8
single,497,c4per,8
single,497,c4ann,8
single,497,urban,8
single,497,secmb,8
single,497,c3per,8
single,497,secma,8
single,497,c3nfx,8
single,497,secdn,8
single,497,c3ann,8
single,497,number_of_people,8
single,497,kg_class,8
single,497,weighted_PCT_SAND,4
single,497,weighted_PCT_CLAY,4
single,497,weighted_ORGANIC,4
single,497,SLOPE,4
single,497,elevation,4
single,497,ASPECT,4
single,497,LULC_states,12
single,498,secdf,4
single,498,range,4
single,498,primn,4
single,498,primf,4
single,498,pastr,4
single,498,c4per,4
single,498,c4ann,4
single,498,c3per,4
single,498,urban,4
single,498,secmb,4
single,498,secdn,4
single,498,secma,4
single,498,c3nfx,4
single,498,c3ann,4
single,498,number_of_people,4
single,498,kg_class,4
single,498,weighted_PCT_SAND,2
single,498,weighted_PCT_CLAY,2
single,498,SLOPE,2
single,498,elevation,2
single,498,weighted_ORGANIC,2
single,498,ASPECT,2
single,498,LULC_states,6
single,499,secdf,4
single,499,primn,4
single,499,pastr,4
single,499,range,4
single,499,primf,4
single,499,c4per,4
single,499,c4ann,4
single,499,secmb,4
single,499,urban,4
single,499,c3per,4
single,499,secdn,4
single,499,secma,4
single,499,c3nfx,4
single,499,c3ann,4
single,499,number_of_people,4
single,499,kg_class,4
single,499,weighted_PCT_CLAY,2
single,499,weighted_PCT_SAND,2
single,499,weighted_ORGANIC,2
single,499,SLOPE,2
single,499,ASPECT,2
single,499,elevation,2
single,499,LULC_states,6
single,500,secdf,8
single,500,range,8
single,500,primn,8
single,500,primf,8
single,500,pastr,8
single,500,c4per,8
single,500,c4ann,8
single,500,c3per,8
single,500,urban,8
single,500,secmb,8
single,500,secma,8
single,500,secdn,8
single,500,c3nfx,8
single,500,c3ann,8
single,500,number_of_people,8
single,500,kg_class,8
single,500,weighted_PCT_SAND,4
single,500,weighted_PCT_CLAY,4
single,500,weighted_ORGANIC,4
single,500,SLOPE,4
single,500,elevation,4
single,500,ASPECT,4
single,500,LULC_states,12
single,501,secdf,2
single,501,range,2
single,501,primn,2
single,501,primf,2
single,501,pastr,2
single,501,c4per,2
single,501,c3per,2
single,501,c4ann,2
single,501,urban,2
single,501,secmb,2
single,501,secma,2
single,501,secdn,2
single,501,c3nfx,2
single,501,c3ann,2
single,501,number_of_people,2
single,501,kg_class,2
single,501,weighted_PCT_SAND,1
single,501,weighted_PCT_CLAY,1
single,501,weighted_ORGANIC,1
single,501,elevation,1
single,501,SLOPE,1
single,501,ASPECT,1
single,501,LULC_states,3
single,502,secdf,2
single,502,range,2
single,502,primn,2
single,502,primf,2
single,502,pastr,2
single,502,c4per,2
single,502,c4ann,2
single,502,urban,2
single,502,secmb,2
single,502,c3per,2
single,502,secma,2
single,502,secdn,2
single,502,c3ann,2
single,502,c3nfx,2
single,502,number_of_people,2
single,502,kg_class,2
single,502,weighted_PCT_SAND,1
single,502,weighted_PCT_CLAY,1
single,502,weighted_ORGANIC,1
single,502,SLOPE,1
single,502,elevation,1
single,502,ASPECT,1
single,502,LULC_states,3
single,503,secdf,4
single,503,range,4
single,503,primn,4
single,503,primf,4
single,503,pastr,4
single,503,c4per,4
single,503,c4ann,4
single,503,c3per,4
single,503,urban,4
single,503,secmb,4
single,503,secma,4
single,503,secdn,4
single,503,c3ann,4
single,503,c3nfx,4
single,503,number_of_people,4
single,503,kg_class,4
single,503,weighted_PCT_SAND,2
single,503,weighted_PCT_CLAY,2
single,503,SLOPE,2
single,503,weighted_ORGANIC,2
single,503,elevation,2
single,503,ASPECT,2
single,503,LULC_states,6
single,504,secdf,4
single,504,range,4
single,504,primn,4
single,504,pastr,4
single,504,primf,4
single,504,c4per,4
single,504,c4ann,4
single,504,urban,4
single,504,secmb,4
single,504,secma,4
single,504,c3per,4
single,504,secdn,4
single,504,c3nfx,4
single,504,c3ann,4
single,504,number_of_people,4
single,504,kg_class,4
single,504,weighted_PCT_SAND,2
single,504,weighted_PCT_CLAY,2
single,504,SLOPE,2
single,504,elevation,2
single,504,weighted_ORGANIC,2
single,504,ASPECT,2
single,504,LULC_states,6
single,505,secdf,4
single,505,range,4
single,505,primf,4
single,505,c4per,4
single,505,primn,4
single,505,pastr,4
single,505,urban,4
single,505,c4ann,4
single,505,c3per,4
single,505,secmb,4
single,505,secdn,4
single,505,secma,4
single,505,c3ann,4
single,505,c3nfx,4
single,505,number_of_people,4
single,505,kg_class,4
single,505,weighted_PCT_SAND,2
single,505,weighted_PCT_CLAY,2
single,505,weighted_ORGANIC,2
single,505,SLOPE,2
single,505,elevation,2
single,505,ASPECT,2
single,505,LULC_states,6
single,506,secdf,4
single,506,range,4
single,506,primn,4
single,506,primf,4
single,506,pastr,4
single,506,c4per,4
single,506,c4ann,4
single,506,c3per,4
single,506,urban,4
single,506,secmb,4
single,506,secma,4
single,506,secdn,4
single,506,c3nfx,4
single,506,c3ann,4
single,506,number_of_people,4
single,506,kg_class,4
single,506,weighted_PCT_SAND,2
single,506,weighted_PCT_CLAY,2
single,506,weighted_ORGANIC,2
single,506,SLOPE,2
single,506,elevation,2
single,506,ASPECT,2
single,506,LULC_states,6
single,507,secdf,4
single,507,primn,4
single,507,range,4
single,507,primf,4
single,507,pastr,4
single,507,c3per,4
single,507,c4ann,4
single,507,c4per,4
single,507,urban,4
single,507,secma,4
single,507,secmb,4
single,507,secdn,4
single,507,c3nfx,4
single,507,c3ann,4
single,507,number_of_people,4
single,507,kg_class,4
single,507,weighted_PCT_SAND,2
single,507,weighted_PCT_CLAY,2
single,507,weighted_ORGANIC,2
single,507,SLOPE,2
single,507,elevation,2
single,507,ASPECT,2
single,507,LULC_states,6
single,508,secdf,8
single,508,range,8
single,508,primn,8
single,508,primf,8
single,508,pastr,8
single,508,c4per,8
single,508,c4ann,8
single,508,c3per,8
single,508,secmb,8
single,508,secma,8
single,508,urban,8
single,508,secdn,8
single,508,c3nfx,8
single,508,c3ann,8
single,508,number_of_people,8
single,508,kg_class,8
single,508,weighted_PCT_SAND,4
single,508,weighted_PCT_CLAY,4
single,508,weighted_ORGANIC,4
single,508,SLOPE,4
single,508,elevation,4
single,508,ASPECT,4
single,508,LULC_states,12
single,509,secdf,2
single,509,range,2
single,509,primn,2
single,509,primf,2
single,509,pastr,2
single,509,c4ann,2
single,509,c4per,2
single,509,urban,2
single,509,c3per,2
single,509,secmb,2
single,509,secma,2
single,509,secdn,2
single,509,c3nfx,2
single,509,c3ann,2
single,509,number_of_people,2
single,509,kg_class,2
single,509,weighted_PCT_SAND,1
single,509,weighted_PCT_CLAY,1
single,509,weighted_ORGANIC,1
single,509,SLOPE,1
single,509,ASPECT,1
single,509,elevation,1
single,509,LULC_states,3
single,510,secdf,2
single,510,primf,2
single,510,primn,2
single,510,range,2
single,510,pastr,2
single,510,c4per,2
single,510,c4ann,2
single,510,c3per,2
single,510,urban,2
single,510,secmb,2
single,510,secma,2
single,510,secdn,2
single,510,c3nfx,2
single,510,c3ann,2
single,510,number_of_people,2
single,510,kg_class,2
single,510,weighted_PCT_SAND,1
single,510,weighted_PCT_CLAY,1
single,510,weighted_ORGANIC,1
single,510,SLOPE,1
single,510,elevation,1
single,510,ASPECT,1
single,510,LULC_states,3
single,511,secdf,8
single,511,range,8
single,511,primn,8
single,511,primf,8
single,511,pastr,8
single,511,c4per,8
single,511,c3per,8
single,511,urban,8
single,511,c4ann,8
single,511,secmb,8
single,511,secma,8
single,511,secdn,8
single,511,c3nfx,8
single,511,c3ann,8
single,511,number_of_people,8
single,511,kg_class,8
single,511,weighted_PCT_SAND,4
single,511,weighted_PCT_CLAY,4
single,511,weighted_ORGANIC,4
single,511,SLOPE,4
single,511,elevation,4
single,511,ASPECT,4
single,511,LULC_states,12
single,512,secdf,2
single,512,range,2
single,512,primn,2
single,512,primf,2
single,512,pastr,2
single,512,c3per,2
single,512,c4ann,2
single,512,urban,2
single,512,c4per,2
single,512,secmb,2
single,512,secma,2
single,512,secdn,2
single,512,c3nfx,2
single,512,c3ann,2
single,512,number_of_people,2
single,512,kg_class,2
single,512,weighted_PCT_SAND,1
single,512,weighted_PCT_CLAY,1
single,512,weighted_ORGANIC,1
single,512,SLOPE,1
single,512,elevation,1
single,512,ASPECT,1
single,512,LULC_states,3
single,513,range,4
single,513,secdf,4
single,513,primn,4
single,513,primf,4
single,513,pastr,4
single,513,c4per,4
single,513,c4ann,4
single,513,c3per,4
single,513,urban,4
single,513,secmb,4
single,513,secma,4
single,513,c3ann,4
single,513,secdn,4
single,513,c3nfx,4
single,513,number_of_people,4
single,513,kg_class,4
single,513,weighted_PCT_SAND,2
single,513,weighted_PCT_CLAY,2
single,513,weighted_ORGANIC,2
single,513,SLOPE,2
single,513,elevation,2
single,513,ASPECT,2
single,513,LULC_states,6
single,514,range,4
single,514,secdf,4
single,514,primn,4
single,514,pastr,4
single,514,c4per,4
single,514,primf,4
single,514,c4ann,4
single,514,c3per,4
single,514,urban,4
single,514,secmb,4
single,514,secdn,4
single,514,c3ann,4
single,514,secma,4
single,514,c3nfx,4
single,514,number_of_people,4
single,514,kg_class,4
single,514,weighted_PCT_SAND,2
single,514,weighted_PCT_CLAY,2
single,514,weighted_ORGANIC,2
single,514,SLOPE,2
single,514,ASPECT,2
single,514,elevation,2
single,514,LULC_states,6
single,515,range,4
single,515,primf,4
single,515,primn,4
single,515,secdf,4
single,515,pastr,4
single,515,c4per,4
single,515,c4ann,4
single,515,urban,4
single,515,c3per,4
single,515,secmb,4
single,515,secma,4
single,515,secdn,4
single,515,c3ann,4
single,515,c3nfx,4
single,515,number_of_people,4
single,515,kg_class,4
single,515,weighted_PCT_SAND,2
single,515,weighted_PCT_CLAY,2
single,515,weighted_ORGANIC,2
single,515,SLOPE,2
single,515,ASPECT,2
single,515,elevation,2
single,515,LULC_states,6
single,516,secdf,2
single,516,range,2
single,516,primn,2
single,516,primf,2
single,516,pastr,2
single,516,c4per,2
single,516,c4ann,2
single,516,c3per,2
single,516,urban,2
single,516,secmb,2
single,516,secma,2
single,516,c3nfx,2
single,516,secdn,2
single,516,c3ann,2
single,516,number_of_people,2
single,516,kg_class,2
single,516,weighted_PCT_SAND,1
single,516,weighted_PCT_CLAY,1
single,516,weighted_ORGANIC,1
single,516,SLOPE,1
single,516,elevation,1
single,516,ASPECT,1
single,516,LULC_states,3
single,517,secdf,4
single,517,range,4
single,517,primn,4
single,517,pastr,4
single,517,primf,4
single,517,c4per,4
single,517,c4ann,4
single,517,c3per,4
single,517,urban,4
single,517,secma,4
single,517,secmb,4
single,517,c3ann,4
single,517,secdn,4
single,517,c3nfx,4
single,517,number_of_people,4
single,517,kg_class,4
single,517,weighted_PCT_CLAY,2
single,517,weighted_PCT_SAND,2
single,517,weighted_ORGANIC,2
single,517,SLOPE,2
single,517,elevation,2
single,517,ASPECT,2
single,517,LULC_states,6
single,518,secdf,4
single,518,primf,4
single,518,pastr,4
single,518,range,4
single,518,primn,4
single,518,c4per,4
single,518,c4ann,4
single,518,urban,4
single,518,secmb,4
single,518,c3per,4
single,518,secma,4
single,518,c3nfx,4
single,518,secdn,4
single,518,c3ann,4
single,518,number_of_people,4
single,518,kg_class,4
single,518,weighted_PCT_CLAY,2
single,518,weighted_PCT_SAND,2
single,518,weighted_ORGANIC,2
single,518,SLOPE,2
single,518,elevation,2
single,518,ASPECT,2
single,518,LULC_states,6
single,519,secdf,8
single,519,range,8
single,519,primn,8
single,519,primf,8
single,519,pastr,8
single,519,c4per,8
single,519,c4ann,8
single,519,c3per,8
single,519,urban,8
single,519,secmb,8
single,519,secma,8
single,519,secdn,8
single,519,c3nfx,8
single,519,c3ann,8
single,519,number_of_people,8
single,519,kg_class,8
single,519,weighted_PCT_SAND,4
single,519,weighted_PCT_CLAY,4
single,519,SLOPE,4
single,519,weighted_ORGANIC,4
single,519,elevation,4
single,519,ASPECT,4
single,519,LULC_states,12
single,520,secdf,8
single,520,range,8
single,520,primn,8
single,520,primf,8
single,520,pastr,8
single,520,c4per,8
single,520,c4ann,8
single,520,urban,8
single,520,c3per,8
single,520,secdn,8
single,520,secma,8
single,520,secmb,8
single,520,c3nfx,8
single,520,c3ann,8
single,520,number_of_people,8
single,520,kg_class,8
single,520,weighted_PCT_SAND,4
single,520,weighted_PCT_CLAY,4
single,520,weighted_ORGANIC,4
single,520,SLOPE,4
single,520,ASPECT,4
single,520,elevation,4
single,520,LULC_states,12
single,521,secdf,4
single,521,range,4
single,521,primn,4
single,521,primf,4
single,521,c4per,4
single,521,pastr,4
single,521,c3per,4
single,521,secmb,4
single,521,c4ann,4
single,521,secma,4
single,521,urban,4
single,521,secdn,4
single,521,c3nfx,4
single,521,c3ann,4
single,521,number_of_people,4
single,521,kg_class,4
single,521,weighted_PCT_SAND,2
single,521,weighted_PCT_CLAY,2
single,521,weighted_ORGANIC,2
single,521,SLOPE,2
single,521,ASPECT,2
single,521,elevation,2
single,521,LULC_states,6
single,522,secdf,4
single,522,primn,4
single,522,range,4
single,522,primf,4
single,522,pastr,4
single,522,c4per,4
single,522,c4ann,4
single,522,c3per,4
single,522,secmb,4
single,522,urban,4
single,522,secdn,4
single,522,secma,4
single,522,c3nfx,4
single,522,c3ann,4
single,522,number_of_people,4
single,522,kg_class,4
single,522,weighted_PCT_SAND,2
single,522,weighted_PCT_CLAY,2
single,522,weighted_ORGANIC,2
single,522,SLOPE,2
single,522,elevation,2
single,522,ASPECT,2
single,522,LULC_states,6
single,523,secdf,8
single,523,range,8
single,523,primn,8
single,523,primf,8
single,523,pastr,8
single,523,c4per,8
single,523,c4ann,8
single,523,c3per,8
single,523,urban,8
single,523,secmb,8
single,523,secdn,8
single,523,c3nfx,8
single,523,secma,8
single,523,c3ann,8
single,523,number_of_people,8
single,523,kg_class,8
single,523,weighted_PCT_SAND,4
single,523,weighted_PCT_CLAY,4
single,523,weighted_ORGANIC,4
single,523,SLOPE,4
single,523,elevation,4
single,523,ASPECT,4
single,523,LULC_states,12
single,524,secdf,4
single,524,primn,4
single,524,range,4
single,524,primf,4
single,524,pastr,4
single,524,c4per,4
single,524,urban,4
single,524,c4ann,4
single,524,c3per,4
single,524,secma,4
single,524,secdn,4
single,524,c3nfx,4
single,524,c3ann,4
single,524,secmb,4
single,524,number_of_people,4
single,524,kg_class,4
single,524,weighted_PCT_SAND,2
single,524,weighted_PCT_CLAY,2
single,524,SLOPE,2
single,524,weighted_ORGANIC,2
single,524,elevation,2
single,524,ASPECT,2
single,524,LULC_states,6
single,525,secdf,2
single,525,primn,2
single,525,range,2
single,525,primf,2
single,525,c4per,2
single,525,pastr,2
single,525,c4ann,2
single,525,c3per,2
single,525,secmb,2
single,525,urban,2
single,525,secdn,2
single,525,secma,2
single,525,c3nfx,2
single,525,c3ann,2
single,525,number_of_people,2
single,525,kg_class,2
single,525,weighted_PCT_SAND,1
single,525,weighted_PCT_CLAY,1
single,525,weighted_ORGANIC,1
single,525,SLOPE,1
single,525,elevation,1
single,525,ASPECT,1
single,525,LULC_states,3
single,526,secdf,4
single,526,range,4
single,526,primn,4
single,526,primf,4
single,526,pastr,4
single,526,c4ann,4
single,526,c4per,4
single,526,c3per,4
single,526,secmb,4
single,526,secma,4
single,526,urban,4
single,526,secdn,4
single,526,c3nfx,4
single,526,c3ann,4
single,526,number_of_people,4
single,526,kg_class,4
single,526,weighted_PCT_SAND,2
single,526,weighted_PCT_CLAY,2
single,526,weighted_ORGANIC,2
single,526,SLOPE,2
single,526,elevation,2
single,526,ASPECT,2
single,526,LULC_states,6
single,527,primf,4
single,527,secdf,4
single,527,primn,4
single,527,range,4
single,527,c4per,4
single,527,pastr,4
single,527,c4ann,4
single,527,c3per,4
single,527,urban,4
single,527,secma,4
single,527,secmb,4
single,527,secdn,4
single,527,c3nfx,4
single,527,c3ann,4
single,527,number_of_people,4
single,527,kg_class,4
single,527,weighted_PCT_SAND,2
single,527,weighted_PCT_CLAY,2
single,527,weighted_ORGANIC,2
single,527,SLOPE,2
single,527,elevation,2
single,527,ASPECT,2
single,527,LULC_states,6
single,528,secdf,4
single,528,primn,4
single,528,range,4
single,528,primf,4
single,528,pastr,4
single,528,c4per,4
single,528,c4ann,4
single,528,c3per,4
single,528,urban,4
single,528,secmb,4
single,528,secma,4
single,528,secdn,4
single,528,c3nfx,4
single,528,c3ann,4
single,528,number_of_people,4
single,528,kg_class,4
single,528,weighted_PCT_SAND,2
single,528,weighted_PCT_CLAY,2
single,528,weighted_ORGANIC,2
single,528,SLOPE,2
single,528,elevation,2
single,528,ASPECT,2
single,528,LULC_states,6
single,529,secdf,2
single,529,range,2
single,529,primf,2
single,529,primn,2
single,529,pastr,2
single,529,c4per,2
single,529,c4ann,2
single,529,c3per,2
single,529,secmb,2
single,529,urban,2
single,529,secma,2
single,529,secdn,2
single,529,c3nfx,2
single,529,c3ann,2
single,529,number_of_people,2
single,529,kg_class,2
single,529,weighted_PCT_SAND,1
single,529,weighted_PCT_CLAY,1
single,529,weighted_ORGANIC,1
single,529,SLOPE,1
single,529,ASPECT,1
single,529,elevation,1
single,529,LULC_states,3
single,530,range,4
single,530,secdf,4
single,530,primn,4
single,530,primf,4
single,530,pastr,4
single,530,c4per,4
single,530,c4ann,4
single,530,c3per,4
single,530,urban,4
single,530,secmb,4
single,530,secdn,4
single,530,secma,4
single,530,c3ann,4
single,530,c3nfx,4
single,530,number_of_people,4
single,530,kg_class,4
single,530,weighted_PCT_SAND,2
single,530,weighted_PCT_CLAY,2
single,530,weighted_ORGANIC,2
single,530,SLOPE,2
single,530,elevation,2
single,530,ASPECT,2
single,530,LULC_states,6
single,531,secdf,4
single,531,range,4
single,531,primn,4
single,531,primf,4
single,531,pastr,4
single,531,c3per,4
single,531,urban,4
single,531,c4per,4
single,531,c4ann,4
single,531,secmb,4
single,531,secma,4
single,531,secdn,4
single,531,c3nfx,4
single,531,c3ann,4
single,531,number_of_people,4
single,531,kg_class,4
single,531,weighted_PCT_SAND,2
single,531,weighted_PCT_CLAY,2
single,531,weighted_ORGANIC,2
single,531,SLOPE,2
single,531,elevation,2
single,531,ASPECT,2
single,531,LULC_states,6
